AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
union mutual fund,Union Dynamic Bond-G,3,1,1.25%,22.13,8.94%,4.73%,Rs.500.0,Parijat Agrawal,80.69 cr,Debt,Moderate
union mutual fund,Union Medium Duration Reg-G,2,2,0.84%,12.12,7.76%,4.78%,Rs.500.0,Parijat Agrawal,91.19 cr,Debt,Moderate
360 one mutual fund,360 ONE Quant Reg-G,0,0,5.98%,20.34,60.49%,0,Rs.1000.0,Parijat Garg,494.85 cr,Equity,Very High
360 one mutual fund,360 ONE ELSS Tax Saver Nifty 50 Index Reg-G,0,0,5.04%,14.08,26.98%,0,Rs.500.0,Parijat Garg,76.22 cr,Other,Very High
whiteoak capital mutual fund,WhiteOak Capital Arbitrage Reg-G,0,0,0,10.01,0,0,Rs.100.0,Piyush Baranwal,0.0 cr,Hybrid,Low
whiteoak capital mutual fund,WhiteOak Capital Balanced Advantage Reg-G,0,0,3.84%,13.72,24.05%,0,Rs.100.0,Piyush Baranwal,1143.72 cr,Hybrid,Very High
whiteoak capital mutual fund,WhiteOak Capital Multi Cap Reg-G,0,0,7.00%,14.55,0,0,Rs.100.0,Piyush Baranwal,1216.69 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Balanced Hybrid Reg-G,0,0,4.12%,12.55,0,0,Rs.100.0,Piyush Baranwal,136.02 cr,Hybrid,Very High
whiteoak capital mutual fund,WhiteOak Capital Large & Mid Cap Reg-G,0,0,6.17%,12.94,0,0,Rs.100.0,Piyush Baranwal,1446.54 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Pharma and Healthcare Reg-G,0,0,10.07%,13.02,0,0,Rs.100.0,Piyush Baranwal,174.14 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Banking & Financial Serv,0,0,7.68%,11.47,0,0,Rs.100.0,Piyush Baranwal,239.71 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Mid Cap Reg-G,0,0,7.10%,18.85,50.14%,0,Rs.100.0,Piyush Baranwal,2426.73 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Flexi Cap Reg-G,0,0,6.90%,17.1,38.18%,0,Rs.100.0,Piyush Baranwal,4026.07 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Special Opportunities Reg-G,0,0,9.04%,12.36,0,0,Rs.100.0,Piyush Baranwal,520.26 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Large Cap Reg-G,0,0,6.32%,14.77,38.17%,0,Rs.100.0,Piyush Baranwal,599.47 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Multi Asset Allocation Reg-G,0,0,3.14%,12.71,21.44%,0,Rs.100.0,Piyush Baranwal,745.09 cr,Hybrid,High
whiteoak capital mutual fund,WhiteOak Capital Overnight Fund Reg-G,0,0,0,1128.68,0,0,Rs.500.0,Piyush Baranwal,14.23 cr,Debt,Low
whiteoak capital mutual fund,WhiteOak Capital ELSS Tax Saver Reg-G,0,0,7.29%,17.07,42.76%,0,Rs.500.0,Piyush Baranwal,278.24 cr,Equity,Very High
whiteoak capital mutual fund,WhiteOak Capital Ultra Short Duration Reg-G,3,3,0.53%,1289.79,6.70%,5.53%,Rs.500.0,Piyush Baranwal,282.26 cr,Debt,Low to Moderate
whiteoak capital mutual fund,WhiteOak Capital Liquid Reg-G,0,2,0.57%,1330.81,7.23%,5.76%,Rs.500.0,Piyush Baranwal,285.93 cr,Debt,Low to Moderate
sbi mutual fund,SBI Innovative Opportunities Reg-G,0,0,0,10.26,0,0,Rs.500.0,Pradeep Kesavan,7836.76 cr,Equity,Very High
invesco mutual fund,Invesco India Large & Mid Cap-G,4,3,8.02%,96.53,57.60%,22.85%,Rs.100.0,Pranav Gokhale,6205.14 cr,Equity,High 
canara robeco mutual fund,Canara Robeco Manufacturing Reg-G,0,0,4.25%,12.99,0,0,Rs.1000.0,Pranav Gokhale,1677.53 cr,Equity,Very High
invesco mutual fund,Invesco India Mid Cap-G,4,3,9.02%,169.73,57.43%,26.03%,Rs.500.0,Pranav Gokhale,5589.05 cr,Equity,High 
aditya birla sun life mutual fund,Aditya Birla SL Nifty India Defence Index Reg,0,0,0,9.82,0,0,Rs.500.0,Pranav Gupta,328.34 cr,Other,Very High
nippon india mutual fund,Nippon India Gilt Securities Inst-G,4,0,1.29%,36.83,9.48%,5.63%,0,Pranay Sinha,1876.87 cr,Debt,Moderate
nippon india mutual fund,Nippon India Retirement - Income Generation S,3,1,2.20%,19.62,14.05%,7.81%,Rs.100.0,Pranay Sinha,163.15 cr,Other,Moderately High
nippon india mutual fund,Nippon India Gilt Securities PF Auto Cap App,3,2,1.30%,36.25,9.49%,5.54%,Rs.100.0,Pranay Sinha,1876.87 cr,Debt,Moderate
nippon india mutual fund,Nippon India Gilt Securities PF Defined Matur,3,2,1.30%,36.25,9.49%,5.54%,Rs.100.0,Pranay Sinha,1876.87 cr,Debt,Moderate
nippon india mutual fund,Nippon India Gilt Securities-G,3,2,1.30%,36.25,9.49%,5.53%,Rs.100.0,Pranay Sinha,1876.87 cr,Debt,Moderate
nippon india mutual fund,Nippon India Nivesh Lakshya Reg-G,0,0,1.48%,16.95,10.92%,6.72%,Rs.100.0,Pranay Sinha,8351.44 cr,Debt,Moderate
nippon india mutual fund,Nippon India Retirement Fund - Wealth Creatio,2,3,5.24%,29.97,39.24%,19.49%,Rs.500.0,Pranay Sinha,3467.01 cr,Other,Moderate 
baroda bnp paribas mutual fund,Baroda BNP Paribas Credit Risk Reg-G,4,4,1.03%,20.79,8.10%,9.01%,Rs.500.0,Prashant R Pimple,141.6 cr,Debt,Moderately High
baroda bnp paribas mutual fund,Baroda BNP Paribas Floater Reg-G,0,0,0,11.17,0,0,Rs.500.0,Prashant R Pimple,18.94 cr,Debt,Moderate
baroda bnp paribas mutual fund,Baroda BNP Paribas Short Duration-G,4,3,0.78%,27.4,7.50%,5.40%,Rs.500.0,Prashant R Pimple,212.27 cr,Debt,Moderate
baroda bnp paribas mutual fund,Baroda BNP Paribas Banking & PSU Bond Reg,2,2,0.85%,11.84,7.50%,4.77%,Rs.500.0,Prashant R Pimple,27.24 cr,Debt,Moderate
baroda bnp paribas mutual fund,Baroda BNP Paribas Balanced Advantage Reg-G,5,4,3.88%,23.82,25.84%,13.97%,Rs.500.0,Prashant R Pimple,4111.83 cr,Hybrid,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Conservative Hybrid-G,3,3,1.87%,43.1,13.25%,7.38%,Rs.500.0,Prashant R Pimple,750.92 cr,Hybrid,Moderately High
invesco mutual fund,Invesco India Liquid-G,5,4,0.58%,3396.92,7.35%,5.99%,Rs.500.0,Prateek Agrawal,11289.3 cr,Debt,Low to Moderate
invesco mutual fund,Invesco India Liquid Retail-G,4,0,0.54%,3020.71,6.78%,5.43%,Rs.5000.0,Prateek Agrawal,11289.3 cr,Debt,Low to Moderate
baroda bnp paribas mutual fund,Baroda BNP Paribas Innovation Reg-G,0,0,6.79%,12.95,0,0,Rs.500.0,Pratish Krishnan,1152.99 cr,Equity,Very High
hsbc mutual fund,HSBC Nifty Next 50 Index Reg-G,0,4,5.32%,32.3,64.55%,20.41%,Rs.500.0,Praveen Ayathan,135.48 cr,Other,Low 
hsbc mutual fund,HSBC Nifty 50 Index Reg-G,0,3,5.06%,29.04,27.20%,14.21%,Rs.500.0,Praveen Ayathan,293.58 cr,Other,Very High
hdfc mutual fund,HDFC Transportation and Logistics Reg-G,0,0,4.21%,16.59,61.97%,0,Rs.100.0,Priya Ranjan,1344.49 cr,Equity,Very High
hdfc mutual fund,HDFC Defence Reg-G,0,0,1.95%,22.17,86.35%,0,Rs.100.0,Priya Ranjan,3952.35 cr,Equity,Very High
hdfc mutual fund,HDFC Non-Cyclical Consumer Reg-G,0,0,8.82%,15.44,50.24%,0,Rs.100.0,Priya Ranjan,825.62 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Technology-G,0,0,9.64%,216.77,39.37%,11.83%,Rs.100.0,Priyanka Khandelwal,14211.98 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru FMCG-G,5,0,5.82%,545.38,22.90%,19.27%,Rs.100.0,Priyanka Khandelwal,1814.82 cr,Equity,High 
icici prudential mutual fund,ICICI Pru MNC-G,0,0,3.97%,30.36,32.79%,18.71%,Rs.100.0,Priyanka Khandelwal,1846.06 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Commodities-G,0,0,5.73%,42.08,31.42%,18.48%,Rs.100.0,Priyanka Khandelwal,2556.88 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Pharma Healthcare and Diagnostics (,0,5,8.25%,39.25,62.06%,22.18%,Rs.100.0,Priyanka Khandelwal,4807.86 cr,Equity,Moderately High 
icici prudential mutual fund,ICICI Pru Bluechip-G,4,5,4.57%,110.25,37.52%,20.09%,Rs.100.0,Priyanka Khandelwal,64222.82 cr,Equity,Moderately High 
icici prudential mutual fund,ICICI Pru Midcap-G,2,3,5.68%,297.94,53.37%,23.77%,Rs.100.0,Priyanka Khandelwal,6624.63 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Manufacturing-G,0,0,3.33%,35.96,54.73%,28.64%,Rs.100.0,Priyanka Khandelwal,6751.68 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Banking and Financial Services-G,3,3,5.58%,124.29,21.98%,13.59%,Rs.100.0,Priyanka Khandelwal,8175.89 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Smallcap-G,2,3,6.69%,92.7,35.96%,23.99%,Rs.100.0,Priyanka Khandelwal,8730.78 cr,Equity,Very High 
icici prudential mutual fund,ICICI Pru ELSS Tax Saver-G,2,2,6.74%,950.53,36.75%,17.56%,Rs.500.0,Priyanka Khandelwal,14907.37 cr,Equity,Moderate 
pgim india mutual fund,PGIM IndiaLow Duration-G,2,0,0,26.03,0,0,Rs.1000.0,Puneet Pal,104.0 cr,Debt,Low to Moderate
pgim india mutual fund,PGIM India Dynamic Bond-G,3,3,1.25%,2495.11,9.19%,5.39%,Rs.1000.0,Puneet Pal,110.13 cr,Debt,Moderate
pgim india mutual fund,PGIM India Balanced Advantage Reg-G,1,2,4.32%,15.22,19.09%,10.39%,Rs.1000.0,Puneet Pal,1123.69 cr,Hybrid,Very High
pgim india mutual fund,PGIM India Arbitrage Reg-G,0,2,0.52%,17.46,7.21%,5.53%,Rs.1000.0,Puneet Pal,113.19 cr,Hybrid,Low
pgim india mutual fund,PGIM India Midcap Opportunities Reg-G,2,3,6.71%,65.87,34.40%,15.98%,Rs.1000.0,Puneet Pal,11408.38 cr,Equity,High 
pgim india mutual fund,PGIM India Gilt-G,3,3,1.33%,28.76,9.53%,5.52%,Rs.1000.0,Puneet Pal,115.25 cr,Debt,Moderate
pgim india mutual fund,PGIM India Money Market Reg-G,3,3,0.57%,1251.72,7.09%,5.76%,Rs.1000.0,Puneet Pal,221.59 cr,Debt,Low to Moderate
pgim india mutual fund,PGIM India Ultra Short Duration-G,4,3,0.54%,32.26,6.72%,5.49%,Rs.1000.0,Puneet Pal,243.09 cr,Debt,Low to Moderate
pgim india mutual fund,PGIM India Short Duration-G,3,0,0,39.32,0,0,Rs.1000.0,Puneet Pal,27.76 cr,Debt,Low to Moderate
pgim india mutual fund,PGIM India Liquid-G,5,3,0.57%,321.76,7.28%,5.97%,Rs.1000.0,Puneet Pal,447.41 cr,Debt,Low to Moderate
pgim india mutual fund,PGIM India Banking & PSU Debt-G,4,0,0,21.31,0,0,Rs.1000.0,Puneet Pal,45.83 cr,Debt,Moderate
pgim india mutual fund,PGIM India Large and Mid Cap Reg-G,0,0,6.63%,12.38,0,0,Rs.1000.0,Puneet Pal,542.3 cr,Equity,Very High
pgim india mutual fund,PGIM India Large Cap-G,1,1,6.36%,350.47,26.38%,11.52%,Rs.1000.0,Puneet Pal,618.39 cr,Equity,Very High
pgim india mutual fund,PGIM India Retirement Reg-G,0,0,6.88%,11.97,0,0,Rs.1000.0,Puneet Pal,67.39 cr,Other,Very High
pgim india mutual fund,PGIM India Equity Savings-G,2,3,1.52%,47.3,9.77%,6.47%,Rs.1000.0,Puneet Pal,79.02 cr,Hybrid,Low to Moderate
pgim india mutual fund,PGIM India Corporate Bond-G,3,3,0.82%,40.49,7.35%,5.21%,Rs.1000.0,Puneet Pal,96.32 cr,Debt,Moderate
pgim india mutual fund,PGIM India Overnight Reg-G,0,3,0.54%,1267.75,6.73%,5.63%,Rs.1000.0,Puneet Pal,99.65 cr,Debt,Low
pgim india mutual fund,PGIM India ELSS Tax Saver Reg-G,2,2,6.00%,35.14,26.04%,15.87%,Rs.500.0,Puneet Pal,777.22 cr,Equity,Moderate 
sbi mutual fund,SBI Magnum Ultra Short Duration Reg-G Cash,4,3,0.58%,5638.88,7.28%,5.86%,Rs.500.0,R Arun,12828.42 cr,Debt,Moderate
sbi mutual fund,SBI Overnight Reg-G,5,2,0.53%,3963.07,6.67%,5.58%,Rs.500.0,R Arun,16968.96 cr,Debt,Low
sbi mutual fund,SBI Savings-G,4,2,0.56%,39.11,7.11%,5.74%,Rs.500.0,R Arun,28686.06 cr,Debt,Moderate
sbi mutual fund,SBI Arbitrage Opportunities-G,3,4,0.56%,32.05,7.64%,6.28%,Rs.500.0,R Arun,32415.26 cr,Hybrid,Low
sbi mutual fund,SBI Liquid-G,4,3,0.57%,3866.56,7.28%,5.95%,Rs.500.0,R Arun,67570.48 cr,Debt,Moderate
sbi mutual fund,SBI Liquid Inst-G,4,0,0.57%,3903.85,7.28%,5.95%,Rs.50000.0,R Arun,67570.48 cr,Debt,Moderate
franklin templeton mutual fund,Franklin India Prima-G,3,2,6.39%,2818.67,52.42%,22.70%,Rs.500.0,R Janakiraman,12745.75 cr,Equity,High 
franklin templeton mutual fund,Franklin India Smaller Companies-G,3,3,5.44%,188.04,49.21%,28.58%,Rs.500.0,R Janakiraman,14423.33 cr,Equity,Very High 
franklin templeton mutual fund,Franklin India Equity Advantage-G,1,2,6.06%,194.05,38.88%,17.24%,Rs.500.0,R Janakiraman,3674.59 cr,Equity,Moderately High 
franklin templeton mutual fund,Franklin India Multi Cap Reg-G,0,0,5.79%,10.46,0,0,Rs.500.0,R Janakiraman,4347.69 cr,Equity,Very High
franklin templeton mutual fund,Franklin India Opportunities-G,2,0,5.37%,257.81,67.11%,29.09%,Rs.500.0,R Janakiraman,5381.37 cr,Equity,High 
axis mutual fund,Axis Equity Saver Reg-G,3,2,2.70%,21.7,18.71%,8.70%,Rs.100.0,R Sivakumar,1012.5 cr,Hybrid,Moderately High
axis mutual fund,Axis Multi Asset Allocation Reg-G,1,1,3.72%,39.27,24.48%,8.81%,Rs.100.0,R Sivakumar,1302.54 cr,Hybrid,Very High
axis mutual fund,Axis All Seasons Debt FoF Reg-G,0,4,1.07%,13.57,9.43%,6.06%,Rs.100.0,R Sivakumar,142.9 cr,Other,Moderate
axis mutual fund,Axis Balanced Advantage Reg-G,3,3,4.67%,20.63,29.26%,12.88%,Rs.100.0,R Sivakumar,2523.46 cr,Hybrid,Very High
axis mutual fund,Axis Dynamic Bond Reg-G,4,3,1.27%,27.84,8.59%,5.50%,Rs.1000.0,R Sivakumar,1679.62 cr,Debt,Moderate
axis mutual fund,Axis Equity Hybrid Reg-G,1,1,5.78%,20.69,27.01%,9.95%,Rs.1000.0,R Sivakumar,1690.58 cr,Hybrid,Very High
axis mutual fund,Axis Retirement Savings-Dynamic Plan Reg-G,0,1,5.86%,20.22,40.61%,12.81%,Rs.1000.0,R Sivakumar,393.7 cr,Other,Very High
axis mutual fund,Axis Retirement Savings-Conservative Plan Reg,0,1,3.28%,15.79,19.82%,8.23%,Rs.1000.0,R Sivakumar,76.28 cr,Other,High
axis mutual fund,Axis Retirement Savings-Aggressive Plan Reg-G,0,1,5.03%,18.81,36.70%,10.79%,Rs.1000.0,R Sivakumar,950.7 cr,Other,Very High
sbi mutual fund,SBI Multicap Reg-G,0,0,5.89%,16.89,39.29%,0,Rs.500.0,R. Srinivasan,18448.66 cr,Equity,Very High
sbi mutual fund,SBI Flexicap-G,0,3,3.64%,112.32,28.93%,14.20%,Rs.500.0,R. Srinivasan,22986.72 cr,Equity,Very High
sbi mutual fund,SBI Small Cap-G,3,3,5.41%,187.22,38.68%,23.92%,Rs.500.0,R. Srinivasan,33068.53 cr,Equity,Very High 
sbi mutual fund,SBI Focused Equity-G,3,3,3.88%,340.14,28.03%,12.88%,Rs.500.0,R. Srinivasan,35570.57 cr,Equity,Very High
sbi mutual fund,SBI Magnum Global-G,2,0,4.39%,385.01,13.45%,10.51%,Rs.500.0,R. Srinivasan,6788.62 cr,Equity,Very High
sbi mutual fund,SBI Equity Hybrid-G,3,3,4.94%,285.21,25.15%,12.46%,Rs.500.0,R. Srinivasan,73405.39 cr,Hybrid,Very High
hdfc mutual fund,HDFC Business Cycle Reg-G,0,0,5.64%,15.19,32.55%,0,Rs.100.0,Rahul Baijal,3150.02 cr,Equity,Very High
hdfc mutual fund,HDFC Top 100-G,4,4,4.41%,1176.82,33.75%,20.65%,Rs.100.0,Rahul Baijal,37783.08 cr,Equity,Moderately High 
hdfc mutual fund,HDFC MNC Reg-G,0,0,3.55%,14.94,29.18%,0,Rs.100.0,Rahul Baijal,663.68 cr,Equity,Very High
edelweiss mutual fund,Edelweiss Liquid Reg-G,5,2,0.57%,3161.19,7.29%,5.88%,Rs.100.0,Rahul Dedhia,5722.45 cr,Debt,Low to Moderate
edelweiss mutual fund,Edelweiss Liquid Retail-G,4,0,0.57%,2874.3,7.29%,5.87%,Rs.100.0,Rahul Dedhia,5722.45 cr,Debt,Low to Moderate
edelweiss mutual fund,Edelweiss Overnight Reg-G,0,3,0.53%,1273.34,6.70%,5.59%,Rs.100.0,Rahul Dedhia,573.79 cr,Debt,Low
icici prudential mutual fund,ICICI Pru Savings-G,5,1,0.59%,510.75,7.58%,6.14%,Rs.100.0,Rahul Goswami,19744.04 cr,Debt,Low to Moderate
icici prudential mutual fund,ICICI Pru Corporate Bond-G,5,5,0.61%,27.91,7.65%,6.21%,Rs.100.0,Rahul Goswami,26906.81 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Money Market-G,4,4,0.60%,357.04,7.57%,6.18%,Rs.100.0,Rahul Goswami,29118.99 cr,Debt,Low to Moderate
icici prudential mutual fund,ICICI Pru Floating Interest-G,4,2,0.54%,399.1,7.53%,6.01%,Rs.100.0,Rahul Goswami,8965.52 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Banking & PSU Debt-G,5,5,0.52%,30.65,7.41%,6.02%,Rs.100.0,Rahul Goswami,9225.4 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Constant Maturity Gilt-G,4,0,1.18%,23.01,9.32%,5.43%,Rs.1000.0,Rahul Goswami,2362.16 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Gilt-G,5,5,0.85%,96.31,8.18%,6.20%,Rs.1000.0,Rahul Goswami,6390.24 cr,Debt,Moderate
franklin templeton mutual fund,Franklin India Ultra Short Duration Reg-G,0,0,0,10.02,0,0,Rs.500.0,Rahul Goswami,567.22 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Overnight-G,0,4,0.53%,1322.55,6.74%,5.60%,Rs.500.0,Rahul Goswami,8777.32 cr,Debt,Low
icici prudential mutual fund,ICICI Pru Liquid-G,5,4,0.58%,366.05,7.35%,5.97%,Rs.99.0,Rahul Goswami,50596.87 cr,Debt,Moderate
pgim india mutual fund,PGIM India Global Equity Opportunities-G,0,0,5.26%,42.15,30.98%,2.58%,Rs.1000.0,Rahul Jagwani,1380.69 cr,Other,Very High
pgim india mutual fund,PGIM India Global Select Real Estate Securiti,0,0,7.87%,11.08,24.10%,0,Rs.1000.0,Rahul Jagwani,57.84 cr,Other,Very High
pgim india mutual fund,PGIM India Emerging Markets Equity-G,2,0,4.08%,14.57,22.93%,9.86%,Rs.1000.0,Rahul Jagwani,97.5 cr,Other,Very High
mahindra manulife mutual fund,Mahindra Manulife Liquid Reg-G,0,4,0.58%,1608.97,7.35%,6.03%,Rs.500.0,Rahul Pal,1416.61 cr,Debt,Moderate
mahindra manulife mutual fund,Mahindra Manulife Aggressive Hybrid Reg-G,4,3,4.29%,27,35.22%,17.63%,Rs.500.0,Rahul Pal,1432.17 cr,Hybrid,Moderate 
mahindra manulife mutual fund,Mahindra Manulife Overnight Reg-G,0,3,0.53%,1270.13,6.69%,5.60%,Rs.500.0,Rahul Pal,202.48 cr,Debt,Low
mahindra manulife mutual fund,Mahindra Manulife Ultra Short Duration Reg-G,3,4,0.56%,1299.27,7.14%,5.75%,Rs.500.0,Rahul Pal,250.38 cr,Debt,Low to Moderate
mahindra manulife mutual fund,Mahindra Manulife Multi Asset Allocation Reg-,0,0,3.23%,11.33,0,0,Rs.500.0,Rahul Pal,498.31 cr,Hybrid,High
mahindra manulife mutual fund,Mahindra Manulife Dynamic Bond Reg-G,1,1,1.08%,13.54,8.70%,4.61%,Rs.500.0,Rahul Pal,54.26 cr,Debt,Moderate
mahindra manulife mutual fund,Mahindra Manulife Equity Savings Reg-G,4,3,2.39%,20.11,16.21%,9.34%,Rs.500.0,Rahul Pal,543.63 cr,Hybrid,Moderately High
mahindra manulife mutual fund,Mahindra ManulifeLow Duration Reg-G,3,2,0.56%,1543,6.91%,5.38%,Rs.500.0,Rahul Pal,555.4 cr,Debt,Moderate
mahindra manulife mutual fund,Mahindra Manulife Short Duration Reg-G,3,2,0.69%,11.98,7.48%,5.13%,Rs.500.0,Rahul Pal,63.68 cr,Debt,Moderate
mahindra manulife mutual fund,Mahindra Manulife Balanced Advantage Reg-G,0,0,3.63%,14.38,26.21%,0,Rs.500.0,Rahul Pal,886.22 cr,Hybrid,Very High
mahindra manulife mutual fund,Mahindra Manulife Arbitrage Reg-G,0,2,0.38%,11.82,6.22%,4.70%,Rs.500.0,Rahul Pal,98.53 cr,Hybrid,Low
lic mutual fund,LIC MF Liquid Reg-G,5,3,0.58%,4471.72,7.37%,5.96%,Rs.1000.0,Rahul Singh,11403.17 cr,Debt,Low to Moderate
lic mutual fund,LIC MFLow Duration-G,3,2,0.54%,37.33,6.84%,5.38%,Rs.1000.0,Rahul Singh,1535.72 cr,Debt,Low to Moderate
lic mutual fund,LIC MF Money Market Reg-G,0,1,0.46%,1130.37,6.26%,0,Rs.1000.0,Rahul Singh,29.45 cr,Debt,Low
lic mutual fund,LIC MF Ultra Short Duration Reg-G,2,2,0.55%,1251.88,6.63%,5.67%,Rs.1000.0,Rahul Singh,341.12 cr,Debt,Low to Moderate
lic mutual fund,LIC MF Overnight Reg-G,0,2,0.53%,1269.74,6.66%,5.57%,Rs.1000.0,Rahul Singh,487.1 cr,Debt,Low
sbi mutual fund,SBI Energy Opportunities Reg-G,0,0,2.30%,11.54,0,0,Rs.500.0,Raj Gandhi,11270.11 cr,Equity,Very High
ppfas mutual fund,Parag Parikh Liquid Reg-G,0,1,0.55%,1375.49,6.93%,5.65%,Rs.1000.0,Raj Mehta,2318.35 cr,Debt,Low to Moderate
franklin templeton mutual fund,Franklin India Life Stage FoF 20s-G,3,0,0,123.5,0,0,Rs.500.0,Rajasa Kakulavarapu,10.8 cr,Other,Very High
franklin templeton mutual fund,Franklin India Life Stage FoF 50s Plus-G,4,0,0,37.77,0,0,Rs.500.0,Rajasa Kakulavarapu,13.89 cr,Other,Moderate
franklin templeton mutual fund,Franklin India Dynamic Asset Allocation FoF-G,3,4,2.37%,160.59,21.38%,15.43%,Rs.500.0,Rajasa Kakulavarapu,1339.11 cr,Other,High
franklin templeton mutual fund,Franklin India Life Stage FoF 40s-G,5,0,0,60.06,0,0,Rs.500.0,Rajasa Kakulavarapu,16.3 cr,Other,Moderately High
franklin templeton mutual fund,Franklin India Life Stage FoF 50s Plus FR-G,4,0,0,48.79,0,0,Rs.500.0,Rajasa Kakulavarapu,18.88 cr,Other,Moderate
franklin templeton mutual fund,Franklin India Multi Asset Solution FoF-G,2,2,2.80%,19.07,18.69%,11.15%,Rs.500.0,Rajasa Kakulavarapu,55.5 cr,Other,High
franklin templeton mutual fund,Franklin India Life Stage FoF 30s-G,4,0,0,82.08,0,0,Rs.500.0,Rajasa Kakulavarapu,6.01 cr,Other,High
icici prudential mutual fund,ICICI Pru Flexicap-G,0,4,5.89%,19.43,44.78%,22.59%,Rs.100.0,Rajat Chandak,17167.38 cr,Equity,Moderate 
sbi mutual fund,SBI Floating Rate Debt Reg-G,3,4,0.74%,12.52,8.04%,6.24%,Rs.500.0,Rajeev Radhakrishnan,1135.26 cr,Debt,Low to Moderate
sbi mutual fund,SBI MagnumLow Duration-G,4,4,0.55%,3294.07,7.10%,5.57%,Rs.500.0,Rajeev Radhakrishnan,11828.2 cr,Debt,Low to Moderate
sbi mutual fund,SBI Short Term Debt-G,4,4,0.71%,30.08,7.44%,5.45%,Rs.500.0,Rajeev Radhakrishnan,13299.65 cr,Debt,Moderate
sbi mutual fund,SBI Corporate Bond Reg-G,3,3,0.76%,14.5,7.53%,5.39%,Rs.500.0,Rajeev Radhakrishnan,20176.19 cr,Debt,Moderate
sbi mutual fund,SBI Long Duration Reg-G,0,0,1.62%,11.85,11.72%,0,Rs.500.0,Rajeev Radhakrishnan,2148.83 cr,Debt,Moderate
sbi mutual fund,SBI Banking and PSU-G,4,2,0.74%,2922.1,7.41%,5.13%,Rs.500.0,Rajeev Radhakrishnan,3774.24 cr,Debt,Moderate
sbi mutual fund,SBI MagnumLow Duration Inst-G,4,0,0.55%,3352.14,7.10%,5.57%,Rs.5000.0,Rajeev Radhakrishnan,11828.2 cr,Debt,Low to Moderate
sbi mutual fund,SBI Short Horizon Debt ST Retail-G,4,0,0.71%,34.04,7.44%,5.45%,Rs.5000.0,Rajeev Radhakrishnan,13299.65 cr,Debt,Moderate
ppfas mutual fund,Parag Parikh Dynamic Asset Allocation Reg-G,0,0,0.93%,10.8,0,0,Rs.1000.0,Rajeev Thakkar,1028.37 cr,Hybrid,Moderately High
ppfas mutual fund,Parag Parikh Conservative Hybrid Reg-G,5,5,1.03%,14.21,16.19%,11.45%,Rs.1000.0,Rajeev Thakkar,2197.03 cr,Hybrid,Moderately High
ppfas mutual fund,Parag Parikh ELSS Tax Saver Reg-G,4,5,5.36%,30.99,33.46%,19.86%,Rs.1000.0,Rajeev Thakkar,4152.25 cr,Equity,Moderate 
ppfas mutual fund,Parag Parikh Flexi Cap Reg-G,0,5,3.50%,80,36.16%,17.74%,Rs.1000.0,Rajeev Thakkar,78490.29 cr,Equity,Moderate 
ppfas mutual fund,Parag Parikh Arbitrage Reg-G,0,0,0.53%,10.65,0,0,Rs.1000.0,Rajeev Thakkar,971.38 cr,Hybrid,Low
lic mutual fund,LIC MF Equity Savings-G,2,2,2.64%,26.43,14.83%,8.46%,Rs.1000.0,Raju Sharma,20.16 cr,Hybrid,Moderately High
motilal oswal mutual fund,Motilal Oswal Nifty G-sec May 2029 Index Fund,0,0,0,10.44,0,0,Rs.500.0,Rakesh Shetty,11.37 cr,Other,Moderate
motilal oswal mutual fund,Motilal Oswal 5 Year G-Sec FoF Reg-G,0,2,0.13%,11.67,8.64%,0,Rs.500.0,Rakesh Shetty,25.78 cr,Other,Moderate
motilal oswal mutual fund,Motilal Oswal Ultra Short Term Reg-G,2,1,0.47%,15.75,6.08%,4.78%,Rs.500.0,Rakesh Shetty,313.87 cr,Debt,Low to Moderate
motilal oswal mutual fund,Motilal Oswal Liquid Reg-G,0,1,0.55%,13.12,6.92%,5.57%,Rs.500.0,Rakesh Shetty,752.34 cr,Debt,Low to Moderate
